"행정구역","2026년01월_거주자_총인구수","2026년01월_거주자_연령구간인구수","2026년01월_거주자_0~9세","2026년01월_거주자_10~19세","2026년01월_거주자_20~29세","2026년01월_거주자_30~39세","2026년01월_거주자_40~49세","2026년01월_거주자_50~59세","2026년01월_거주자_60~69세","2026년01월_거주자_70~79세","2026년01월_거주자_80~89세","2026년01월_거주자_90~99세","2026년01월_거주자_100세 이상","2026년01월_남_거주자_총인구수","2026년01월_남_거주자_연령구간인구수","2026년01월_남_거주자_0~9세","2026년01월_남_거주자_10~19세","2026년01월_남_거주자_20~29세","2026년01월_남_거주자_30~39세","2026년01월_남_거주자_40~49세","2026년01월_남_거주자_50~59세","2026년01월_남_거주자_60~69세","2026년01월_남_거주자_70~79세","2026년01월_남_거주자_80~89세","2026년01월_남_거주자_90~99세","2026년01월_남_거주자_100세 이상","2026년01월_여_거주자_총인구수","2026년01월_여_거주자_연령구간인구수","2026년01월_여_거주자_0~9세","2026년01월_여_거주자_10~19세","2026년01월_여_거주자_20~29세","2026년01월_여_거주자_30~39세","2026년01월_여_거주자_40~49세","2026년01월_여_거주자_50~59세","2026년01월_여_거주자_60~69세","2026년01월_여_거주자_70~79세","2026년01월_여_거주자_80~89세","2026년01월_여_거주자_90~99세","2026년01월_여_거주자_100세 이상","2026년02월_거주자_총인구수","2026년02월_거주자_연령구간인구수","2026년02월_거주자_0~9세","2026년02월_거주자_10~19세","2026년02월_거주자_20~29세","2026년02월_거주자_30~39세","2026년02월_거주자_40~49세","2026년02월_거주자_50~59세","2026년02월_거주자_60~69세","2026년02월_거주자_70~79세","2026년02월_거주자_80~89세","2026년02월_거주자_90~99세","2026년02월_거주자_100세 이상","2026년02월_남_거주자_총인구수","2026년02월_남_거주자_연령구간인구수","2026년02월_남_거주자_0~9세","2026년02월_남_거주자_10~19세","2026년02월_남_거주자_20~29세","2026년02월_남_거주자_30~39세","2026년02월_남_거주자_40~49세","2026년02월_남_거주자_50~59세","2026년02월_남_거주자_60~69세","2026년02월_남_거주자_70~79세","2026년02월_남_거주자_80~89세","2026년02월_남_거주자_90~99세","2026년02월_남_거주자_100세 이상","2026년02월_여_거주자_총인구수","2026년02월_여_거주자_연령구간인구수","2026년02월_여_거주자_0~9세","2026년02월_여_거주자_10~19세","2026년02월_여_거주자_20~29세","2026년02월_여_거주자_30~39세","2026년02월_여_거주자_40~49세","2026년02월_여_거주자_50~59세","2026년02월_여_거주자_60~69세","2026년02월_여_거주자_70~79세","2026년02월_여_거주자_80~89세","2026년02월_여_거주자_90~99세","2026년02월_여_거주자_100세 이상","2026년03월_거주자_총인구수","2026년03월_거주자_연령구간인구수","2026년03월_거주자_0~9세","2026년03월_거주자_10~19세","2026년03월_거주자_20~29세","2026년03월_거주자_30~39세","2026년03월_거주자_40~49세","2026년03월_거주자_50~59세","2026년03월_거주자_60~69세","2026년03월_거주자_70~79세","2026년03월_거주자_80~89세","2026년03월_거주자_90~99세","2026년03월_거주자_100세 이상","2026년03월_남_거주자_총인구수","2026년03월_남_거주자_연령구간인구수","2026년03월_남_거주자_0~9세","2026년03월_남_거주자_10~19세","2026년03월_남_거주자_20~29세","2026년03월_남_거주자_30~39세","2026년03월_남_거주자_40~49세","2026년03월_남_거주자_50~59세","2026년03월_남_거주자_60~69세","2026년03월_남_거주자_70~79세","2026년03월_남_거주자_80~89세","2026년03월_남_거주자_90~99세","2026년03월_남_거주자_100세 이상","2026년03월_여_거주자_총인구수","2026년03월_여_거주자_연령구간인구수","2026년03월_여_거주자_0~9세","2026년03월_여_거주자_10~19세","2026년03월_여_거주자_20~29세","2026년03월_여_거주자_30~39세","2026년03월_여_거주자_40~49세","2026년03월_여_거주자_50~59세","2026년03월_여_거주자_60~69세","2026년03월_여_거주자_70~79세","2026년03월_여_거주자_80~89세","2026년03월_여_거주자_90~99세","2026년03월_여_거주자_100세 이상","2026년04월_거주자_총인구수","2026년04월_거주자_연령구간인구수","2026년04월_거주자_0~9세","2026년04월_거주자_10~19세","2026년04월_거주자_20~29세","2026년04월_거주자_30~39세","2026년04월_거주자_40~49세","2026년04월_거주자_50~59세","2026년04월_거주자_60~69세","2026년04월_거주자_70~79세","2026년04월_거주자_80~89세","2026년04월_거주자_90~99세","2026년04월_거주자_100세 이상","2026년04월_남_거주자_총인구수","2026년04월_남_거주자_연령구간인구수","2026년04월_남_거주자_0~9세","2026년04월_남_거주자_10~19세","2026년04월_남_거주자_20~29세","2026년04월_남_거주자_30~39세","2026년04월_남_거주자_40~49세","2026년04월_남_거주자_50~59세","2026년04월_남_거주자_60~69세","2026년04월_남_거주자_70~79세","2026년04월_남_거주자_80~89세","2026년04월_남_거주자_90~99세","2026년04월_남_거주자_100세 이상","2026년04월_여_거주자_총인구수","2026년04월_여_거주자_연령구간인구수","2026년04월_여_거주자_0~9세","2026년04월_여_거주자_10~19세","2026년04월_여_거주자_20~29세","2026년04월_여_거주자_30~39세","2026년04월_여_거주자_40~49세","2026년04월_여_거주자_50~59세","2026년04월_여_거주자_60~69세","2026년04월_여_거주자_70~79세","2026년04월_여_거주자_80~89세","2026년04월_여_거주자_90~99세","2026년04월_여_거주자_100세 이상","2026년05월_거주자_총인구수","2026년05월_거주자_연령구간인구수","2026년05월_거주자_0~9세","2026년05월_거주자_10~19세","2026년05월_거주자_20~29세","2026년05월_거주자_30~39세","2026년05월_거주자_40~49세","2026년05월_거주자_50~59세","2026년05월_거주자_60~69세","2026년05월_거주자_70~79세","2026년05월_거주자_80~89세","2026년05월_거주자_90~99세","2026년05월_거주자_100세 이상","2026년05월_남_거주자_총인구수","2026년05월_남_거주자_연령구간인구수","2026년05월_남_거주자_0~9세","2026년05월_남_거주자_10~19세","2026년05월_남_거주자_20~29세","2026년05월_남_거주자_30~39세","2026년05월_남_거주자_40~49세","2026년05월_남_거주자_50~59세","2026년05월_남_거주자_60~69세","2026년05월_남_거주자_70~79세","2026년05월_남_거주자_80~89세","2026년05월_남_거주자_90~99세","2026년05월_남_거주자_100세 이상","2026년05월_여_거주자_총인구수","2026년05월_여_거주자_연령구간인구수","2026년05월_여_거주자_0~9세","2026년05월_여_거주자_10~19세","2026년05월_여_거주자_20~29세","2026년05월_여_거주자_30~39세","2026년05월_여_거주자_40~49세","2026년05월_여_거주자_50~59세","2026년05월_여_거주자_60~69세","2026년05월_여_거주자_70~79세","2026년05월_여_거주자_80~89세","2026년05월_여_거주자_90~99세","2026년05월_여_거주자_100세 이상","2026년06월_거주자_총인구수","2026년06월_거주자_연령구간인구수","2026년06월_거주자_0~9세","2026년06월_거주자_10~19세","2026년06월_거주자_20~29세","2026년06월_거주자_30~39세","2026년06월_거주자_40~49세","2026년06월_거주자_50~59세","2026년06월_거주자_60~69세","2026년06월_거주자_70~79세","2026년06월_거주자_80~89세","2026년06월_거주자_90~99세","2026년06월_거주자_100세 이상","2026년06월_남_거주자_총인구수","2026년06월_남_거주자_연령구간인구수","2026년06월_남_거주자_0~9세","2026년06월_남_거주자_10~19세","2026년06월_남_거주자_20~29세","2026년06월_남_거주자_30~39세","2026년06월_남_거주자_40~49세","2026년06월_남_거주자_50~59세","2026년06월_남_거주자_60~69세","2026년06월_남_거주자_70~79세","2026년06월_남_거주자_80~89세","2026년06월_남_거주자_90~99세","2026년06월_남_거주자_100세 이상","2026년06월_여_거주자_총인구수","2026년06월_여_거주자_연령구간인구수","2026년06월_여_거주자_0~9세","2026년06월_여_거주자_10~19세","2026년06월_여_거주자_20~29세","2026년06월_여_거주자_30~39세","2026년06월_여_거주자_40~49세","2026년06월_여_거주자_50~59세","2026년06월_여_거주자_60~69세","2026년06월_여_거주자_70~79세","2026년06월_여_거주자_80~89세","2026년06월_여_거주자_90~99세","2026년06월_여_거주자_100세 이상"
"전북특별자치도 부안군 (5280000000)","47,026","47,026","1,584","3,150","3,010","2,955","4,765","7,753","10,164","7,854","4,829","949","13","23,556","23,556","849","1,633","1,755","1,615","2,571","4,343","5,279","3,649","1,664","198","0","23,470","23,470","735","1,517","1,255","1,340","2,194","3,410","4,885","4,205","3,165","751","13","46,931","46,931","1,575","3,124","2,966","2,944","4,735","7,767","10,161","7,875","4,812","959","13","23,509","23,509","847","1,627","1,714","1,609","2,551","4,354","5,286","3,655","1,672","194","0","23,422","23,422","728","1,497","1,252","1,335","2,184","3,413","4,875","4,220","3,140","765","13","46,873","46,873","1,567","3,083","2,941","2,942","4,711","7,743","10,180","7,907","4,805","982","12","23,489","23,489","844","1,609","1,709","1,602","2,545","4,336","5,289","3,684","1,669","202","0","23,384","23,384","723","1,474","1,232","1,340","2,166","3,407","4,891","4,223","3,136","780","12","46,873","46,873","1,552","3,085","2,929","2,936","4,692","7,742","10,206","7,923","4,813","984","11","23,488","23,488","830","1,611","1,709","1,603","2,532","4,323","5,308","3,699","1,670","203","0","23,385","23,385","722","1,474","1,220","1,333","2,160","3,419","4,898","4,224","3,143","781","11","46,858","46,858","1,549","3,084","2,896","2,944","4,668","7,733","10,230","7,914","4,837","991","12","23,484","23,484","826","1,614","1,692","1,618","2,511","4,318","5,334","3,692","1,673","206","0","23,374","23,374","723","1,470","1,204","1,326","2,157","3,415","4,896","4,222","3,164","785","12","46,795","46,795","1,550","3,076","2,880","2,943","4,668","7,711","10,226","7,908","4,826","995","12","23,454","23,454","830","1,607","1,688","1,610","2,521","4,307","5,324","3,699","1,660","208","0","23,341","23,341","720","1,469","1,192","1,333","2,147","3,404","4,902","4,209","3,166","787","12"
"전라남도  (4600000000)","1,774,177","1,774,177","94,948","155,419","158,354","169,799","225,565","302,114","317,149","205,978","121,892","22,437","522","895,794","895,794","48,474","79,883","88,293","90,290","119,015","162,370","164,464","97,086","41,167","4,682","70","878,383","878,383","46,474","75,536","70,061","79,509","106,550","139,744","152,685","108,892","80,725","17,755","452","1,772,581","1,772,581","94,503","154,869","157,176","169,280","225,508","301,813","317,928","206,646","121,558","22,770","530","895,192","895,192","48,298","79,665","87,579","90,051","118,994","162,145","164,973","97,477","41,193","4,747","70","877,389","877,389","46,205","75,204","69,597","79,229","106,514","139,668","152,955","109,169","80,365","18,023","460","1,771,180","1,771,180","94,149","154,460","155,908","169,743","224,558","300,465","319,290","207,539","121,425","23,087","556","894,783","894,783","48,129","79,541","86,891","90,291","118,548","161,364","165,800","98,096","41,231","4,822","70","876,397","876,397","46,020","74,919","69,017","79,452","106,010","139,101","153,490","109,443","80,194","18,265","486","1,771,083","1,771,083","93,786","154,364","155,300","170,042","224,076","299,980","320,376","208,029","121,211","23,356","563","894,742","894,742","47,941","79,461","86,526","90,482","118,269","161,048","166,465","98,320","41,260","4,898","72","876,341","876,341","45,845","74,903","68,774","79,560","105,807","138,932","153,911","109,709","79,951","18,458","491","1,770,188","1,770,188","93,475","154,051","154,369","170,286","223,616","299,358","320,987","208,466","121,420","23,596","564","894,323","894,323","47,759","79,302","86,017","90,636","117,980","160,680","166,888","98,621","41,425","4,944","71","875,865","875,865","45,716","74,749","68,352","79,650","105,636","138,678","154,099","109,845","79,995","18,652","493","1,769,753","1,769,753","93,184","153,936","153,723","170,474","223,419","298,934","321,513","208,849","121,538","23,619","564","894,204","894,204","47,660","79,161","85,624","90,792","117,860","160,452","167,247","98,813","41,560","4,967","68","875,549","875,549","45,524","74,775","68,099","79,682","105,559","138,482","154,266","110,036","79,978","18,652","496"
"전라남도 목포시 (4611000000)","200,946","200,946","10,154","21,352","20,878","19,345","30,511","35,990","31,912","20,069","9,395","1,307","33","99,846","99,846","5,190","10,967","11,349","10,178","15,629","18,610","15,217","8,965","3,433","303","5","101,100","101,100","4,964","10,385","9,529","9,167","14,882","17,380","16,695","11,104","5,962","1,004","28","200,425","200,425","10,043","21,248","20,668","19,185","30,430","35,989","31,938","20,151","9,432","1,311","30","99,582","99,582","5,127","10,925","11,249","10,087","15,575","18,613","15,248","8,994","3,457","303","4","100,843","100,843","4,916","10,323","9,419","9,098","14,855","17,376","16,690","11,157","5,975","1,008","26","199,837","199,837","9,891","21,111","20,526","19,153","30,255","35,874","31,993","20,189","9,494","1,318","33","99,302","99,302","5,045","10,882","11,162","10,084","15,482","18,569","15,279","9,017","3,479","299","4","100,535","100,535","4,846","10,229","9,364","9,069","14,773","17,305","16,714","11,172","6,015","1,019","29","199,516","199,516","9,782","21,079","20,378","19,183","30,106","35,808","32,053","20,242","9,514","1,338","33","99,109","99,109","4,990","10,866","11,078","10,108","15,391","18,548","15,298","9,020","3,502","305","3","100,407","100,407","4,792","10,213","9,300","9,075","14,715","17,260","16,755","11,222","6,012","1,033","30","199,224","199,224","9,685","21,021","20,329","19,144","30,013","35,768","32,030","20,276","9,582","1,343","33","98,979","98,979","4,929","10,853","11,069","10,078","15,361","18,513","15,300","9,039","3,529","305","3","100,245","100,245","4,756","10,168","9,260","9,066","14,652","17,255","16,730","11,237","6,053","1,038","30","198,938","198,938","9,593","21,002","20,266","19,147","29,937","35,687","32,010","20,273","9,637","1,353","33","98,849","98,849","4,896","10,836","11,018","10,091","15,324","18,473","15,327","9,022","3,553","305","4","100,089","100,089","4,697","10,166","9,248","9,056","14,613","17,214","16,683","11,251","6,084","1,048","29"
"전라남도 여수시 (4613000000)","262,166","262,166","14,387","23,828","25,527","27,048","35,562","45,594","45,351","29,518","13,207","2,087","57","133,190","133,190","7,384","12,125","14,375","14,863","18,641","23,916","22,666","13,944","4,835","436","5","128,976","128,976","7,003","11,703","11,152","12,185","16,921","21,678","22,685","15,574","8,372","1,651","52","261,559","261,559","14,249","23,722","25,213","26,929","35,502","45,528","45,407","29,629","13,202","2,123","55","132,847","132,847","7,315","12,080","14,177","14,795","18,628","23,866","22,702","13,987","4,850","443","4","128,712","128,712","6,934","11,642","11,036","12,134","16,874","21,662","22,705","15,642","8,352","1,680","51","261,002","261,002","14,151","23,634","24,883","26,956","35,348","45,315","45,546","29,730","13,234","2,147","58","132,562","132,562","7,257","12,056","13,981","14,804","18,548","23,781","22,763","14,038","4,872","458","4","128,440","128,440","6,894","11,578","10,902","12,152","16,800","21,534","22,783","15,692","8,362","1,689","54","260,570","260,570","14,039","23,611","24,697","26,919","35,241","45,223","45,628","29,756","13,250","2,149","57","132,332","132,332","7,201","12,050","13,880","14,773","18,494","23,728","22,814","14,030","4,900","457","5","128,238","128,238","6,838","11,561","10,817","12,146","16,747","21,495","22,814","15,726","8,350","1,692","52","260,285","260,285","14,020","23,553","24,462","26,983","35,144","45,079","45,726","29,806","13,288","2,166","58","132,189","132,189","7,196","12,010","13,759","14,805","18,440","23,641","22,895","14,051","4,925","462","5","128,096","128,096","6,824","11,543","10,703","12,178","16,704","21,438","22,831","15,755","8,363","1,704","53","259,881","259,881","13,960","23,514","24,205","27,017","35,054","44,983","45,729","29,835","13,350","2,176","58","131,976","131,976","7,179","11,978","13,608","14,821","18,387","23,620","22,887","14,059","4,965","467","5","127,905","127,905","6,781","11,536","10,597","12,196","16,667","21,363","22,842","15,776","8,385","1,709","53"
"전라남도 순천시 (4615000000)","274,501","274,501","17,924","28,037","29,732","32,525","38,333","47,823","43,259","22,929","11,542","2,349","48","136,982","136,982","9,187","14,447","16,271","16,983","19,107","23,851","21,644","10,944","4,026","514","8","137,519","137,519","8,737","13,590","13,461","15,542","19,226","23,972","21,615","11,985","7,516","1,835","40","274,259","274,259","17,841","27,918","29,544","32,480","38,330","47,756","43,407","23,059","11,484","2,391","49","136,850","136,850","9,178","14,389","16,131","16,979","19,116","23,774","21,727","11,023","4,009","516","8","137,409","137,409","8,663","13,529","13,413","15,501","19,214","23,982","21,680","12,036","7,475","1,875","41","274,024","274,024","17,808","27,803","29,354","32,516","38,178","47,575","43,617","23,202","11,481","2,438","52","136,767","136,767","9,165","14,334","16,045","17,011","19,068","23,638","21,836","11,119","4,021","522","8","137,257","137,257","8,643","13,469","13,309","15,505","19,110","23,937","21,781","12,083","7,460","1,916","44","274,408","274,408","17,763","27,824","29,380","32,601","38,163","47,579","43,784","23,312","11,482","2,470","50","136,916","136,916","9,160","14,320","16,030","17,072","19,056","23,633","21,931","11,155","4,022","529","8","137,492","137,492","8,603","13,504","13,350","15,529","19,107","23,946","21,853","12,157","7,460","1,941","42","274,188","274,188","17,685","27,764","29,238","32,618","38,091","47,463","43,896","23,387","11,491","2,505","50","136,807","136,807","9,118","14,284","15,954","17,073","19,034","23,555","22,021","11,181","4,040","539","8","137,381","137,381","8,567","13,480","13,284","15,545","19,057","23,908","21,875","12,206","7,451","1,966","42","273,621","273,621","17,642","27,711","29,026","32,580","38,020","47,270","43,883","23,434","11,508","2,494","53","136,484","136,484","9,100","14,253","15,813","17,057","19,022","23,446","22,011","11,188","4,051","535","8","137,137","137,137","8,542","13,458","13,213","15,523","18,998","23,824","21,872","12,246","7,457","1,959","45"
"전라남도 나주시 (4617000000)","116,773","116,773","8,423","10,501","10,008","14,504","16,503","17,350","18,676","11,998","7,404","1,373","33","59,075","59,075","4,319","5,432","5,300","7,354","8,753","9,588","9,839","5,682","2,496","305","7","57,698","57,698","4,104","5,069","4,708","7,150","7,750","7,762","8,837","6,316","4,908","1,068","26","116,685","116,685","8,384","10,501","9,958","14,478","16,479","17,338","18,736","11,998","7,403","1,374","36","59,053","59,053","4,306","5,420","5,268","7,360","8,727","9,582","9,878","5,693","2,509","302","8","57,632","57,632","4,078","5,081","4,690","7,118","7,752","7,756","8,858","6,305","4,894","1,072","28","116,580","116,580","8,388","10,470","9,867","14,514","16,407","17,270","18,800","12,066","7,375","1,385","38","59,016","59,016","4,313","5,406","5,232","7,372","8,688","9,526","9,929","5,723","2,513","306","8","57,564","57,564","4,075","5,064","4,635","7,142","7,719","7,744","8,871","6,343","4,862","1,079","30","116,564","116,564","8,395","10,475","9,786","14,521","16,356","17,260","18,850","12,133","7,363","1,388","37","59,015","59,015","4,319","5,405","5,191","7,371","8,660","9,529","9,962","5,752","2,509","308","9","57,549","57,549","4,076","5,070","4,595","7,150","7,696","7,731","8,888","6,381","4,854","1,080","28","116,542","116,542","8,345","10,484","9,769","14,551","16,296","17,240","18,889","12,163","7,366","1,402","37","58,981","58,981","4,295","5,409","5,183","7,380","8,610","9,531","9,977","5,767","2,512","308","9","57,561","57,561","4,050","5,075","4,586","7,171","7,686","7,709","8,912","6,396","4,854","1,094","28","116,443","116,443","8,311","10,514","9,715","14,572","16,277","17,173","18,887","12,199","7,362","1,397","36","58,924","58,924","4,277","5,428","5,164","7,393","8,587","9,495","9,982","5,787","2,497","305","9","57,519","57,519","4,034","5,086","4,551","7,179","7,690","7,678","8,905","6,412","4,865","1,092","27"
"전라남도 광양시 (4623000000)","155,202","155,202","10,775","15,874","15,946","20,003","22,408","29,695","23,630","10,813","4,995","1,041","22","81,394","81,394","5,496","8,105","9,227","11,122","11,922","15,527","12,732","5,354","1,700","209","0","73,808","73,808","5,279","7,769","6,719","8,881","10,486","14,168","10,898","5,459","3,295","832","22","155,377","155,377","10,754","15,896","15,875","20,042","22,409","29,695","23,766","10,873","4,986","1,059","22","81,504","81,504","5,491","8,129","9,186","11,133","11,919","15,525","12,820","5,380","1,704","216","1","73,873","73,873","5,263","7,767","6,689","8,909","10,490","14,170","10,946","5,493","3,282","843","21","155,409","155,409","10,731","15,888","15,792","20,121","22,325","29,533","24,001","10,939","4,968","1,091","20","81,540","81,540","5,482","8,132","9,149","11,159","11,882","15,424","12,973","5,409","1,699","230","1","73,869","73,869","5,249","7,756","6,643","8,962","10,443","14,109","11,028","5,530","3,269","861","19","155,509","155,509","10,732","15,885","15,712","20,179","22,309","29,461","24,158","10,995","4,955","1,102","21","81,597","81,597","5,475","8,131","9,101","11,197","11,882","15,374","13,069","5,437","1,692","238","1","73,912","73,912","5,257","7,754","6,611","8,982","10,427","14,087","11,089","5,558","3,263","864","20","155,600","155,600","10,728","15,874","15,600","20,248","22,287","29,388","24,308","11,073","4,956","1,118","20","81,618","81,618","5,473","8,126","9,026","11,249","11,867","15,312","13,163","5,467","1,692","242","1","73,982","73,982","5,255","7,748","6,574","8,999","10,420","14,076","11,145","5,606","3,264","876","19","155,660","155,660","10,707","15,869","15,523","20,287","22,310","29,334","24,402","11,137","4,949","1,122","20","81,665","81,665","5,472","8,114","8,966","11,295","11,879","15,274","13,222","5,499","1,696","247","1","73,995","73,995","5,235","7,755","6,557","8,992","10,431","14,060","11,180","5,638","3,253","875","19"
"전라남도 담양군 (4671000000)","44,023","44,023","1,636","2,830","3,179","3,156","4,308","7,495","9,771","6,553","4,288","787","20","22,231","22,231","846","1,484","1,823","1,630","2,317","4,091","5,270","3,162","1,440","165","3","21,792","21,792","790","1,346","1,356","1,526","1,991","3,404","4,501","3,391","2,848","622","17","43,995","43,995","1,624","2,818","3,153","3,139","4,316","7,473","9,804","6,575","4,279","793","21","22,238","22,238","841","1,479","1,820","1,627","2,309","4,081","5,290","3,174","1,452","162","3","21,757","21,757","783","1,339","1,333","1,512","2,007","3,392","4,514","3,401","2,827","631","18","43,987","43,987","1,627","2,801","3,093","3,174","4,280","7,452","9,854","6,620","4,264","798","24","22,261","22,261","844","1,474","1,791","1,643","2,305","4,067","5,316","3,207","1,450","161","3","21,726","21,726","783","1,327","1,302","1,531","1,975","3,385","4,538","3,413","2,814","637","21","44,042","44,042","1,626","2,794","3,085","3,176","4,278","7,444","9,887","6,643","4,266","817","26","22,253","22,253","835","1,471","1,778","1,646","2,296","4,056","5,318","3,232","1,452","166","3","21,789","21,789","791","1,323","1,307","1,530","1,982","3,388","4,569","3,411","2,814","651","23","43,999","43,999","1,618","2,787","3,060","3,164","4,282","7,409","9,909","6,636","4,288","821","25","22,249","22,249","828","1,476","1,772","1,643","2,291","4,046","5,323","3,228","1,473","167","2","21,750","21,750","790","1,311","1,288","1,521","1,991","3,363","4,586","3,408","2,815","654","23","43,919","43,919","1,622","2,772","3,046","3,151","4,265","7,376","9,907","6,646","4,282","828","24","22,211","22,211","833","1,464","1,765","1,640","2,278","4,026","5,328","3,241","1,466","168","2","21,708","21,708","789","1,308","1,281","1,511","1,987","3,350","4,579","3,405","2,816","660","22"
"전라남도 곡성군 (4672000000)","27,372","27,372","750","1,584","1,842","1,745","2,414","4,646","6,197","4,284","3,114","774","22","13,611","13,611","367","847","1,020","901","1,318","2,549","3,385","2,064","991","165","4","13,761","13,761","383","737","822","844","1,096","2,097","2,812","2,220","2,123","609","18","27,446","27,446","761","1,582","1,820","1,767","2,417","4,667","6,230","4,305","3,094","779","24","13,667","13,667","371","845","1,025","909","1,318","2,554","3,410","2,074","990","167","4","13,779","13,779","390","737","795","858","1,099","2,113","2,820","2,231","2,104","612","20","27,531","27,531","758","1,596","1,813","1,786","2,410","4,642","6,293","4,321","3,097","787","28","13,722","13,722","370","862","1,019","925","1,306","2,551","3,435","2,091","991","168","4","13,809","13,809","388","734","794","861","1,104","2,091","2,858","2,230","2,106","619","24","27,594","27,594","758","1,609","1,814","1,797","2,396","4,643","6,348","4,326","3,078","795","30","13,755","13,755","365","869","1,027","926","1,293","2,554","3,462","2,093","990","172","4","13,839","13,839","393","740","787","871","1,103","2,089","2,886","2,233","2,088","623","26","27,594","27,594","759","1,600","1,804","1,806","2,372","4,645","6,368","4,335","3,073","802","30","13,763","13,763","368","863","1,021","933","1,277","2,561","3,466","2,101","994","174","5","13,831","13,831","391","737","783","873","1,095","2,084","2,902","2,234","2,079","628","25","27,607","27,607","755","1,594","1,792","1,803","2,371","4,641","6,396","4,338","3,085","801","31","13,787","13,787","367","862","1,020","934","1,274","2,565","3,476","2,106","1,001","178","4","13,820","13,820","388","732","772","869","1,097","2,076","2,920","2,232","2,084","623","27"
"전라남도 구례군 (4673000000)","23,811","23,811","706","1,528","1,502","1,264","2,163","4,088","5,421","3,829","2,779","520","11","11,645","11,645","351","791","825","648","1,117","2,240","2,880","1,787","889","115","2","12,166","12,166","355","737","677","616","1,046","1,848","2,541","2,042","1,890","405","9","23,850","23,850","719","1,523","1,492","1,251","2,179","4,102","5,443","3,828","2,766","534","13","11,661","11,661","354","786","823","643","1,118","2,254","2,890","1,785","889","117","2","12,189","12,189","365","737","669","608","1,061","1,848","2,553","2,043","1,877","417","11","23,887","23,887","714","1,525","1,499","1,256","2,156","4,103","5,471","3,835","2,763","552","13","11,683","11,683","351","788","826","647","1,110","2,250","2,907","1,790","889","123","2","12,204","12,204","363","737","673","609","1,046","1,853","2,564","2,045","1,874","429","11","23,901","23,901","700","1,525","1,488","1,256","2,154","4,095","5,511","3,843","2,762","555","12","11,689","11,689","343","792","811","652","1,102","2,242","2,935","1,794","893","123","2","12,212","12,212","357","733","677","604","1,052","1,853","2,576","2,049","1,869","432","10","23,941","23,941","698","1,519","1,493","1,258","2,167","4,088","5,537","3,843","2,762","564","12","11,716","11,716","344","787","814","655","1,110","2,232","2,958","1,791","898","125","2","12,225","12,225","354","732","679","603","1,057","1,856","2,579","2,052","1,864","439","10","24,283","24,283","691","1,528","1,543","1,289","2,206","4,172","5,665","3,842","2,769","566","12","11,885","11,885","337","790","848","669","1,128","2,274","3,022","1,786","902","127","2","12,398","12,398","354","738","695","620","1,078","1,898","2,643","2,056","1,867","439","10"
"전라남도 고흥군 (4677000000)","59,238","59,238","1,791","3,103","3,059","3,039","4,916","8,974","13,401","11,400","7,815","1,697","43","29,333","29,333","889","1,640","1,798","1,657","2,762","5,229","7,101","5,330","2,558","364","5","29,905","29,905","902","1,463","1,261","1,382","2,154","3,745","6,300","6,070","5,257","1,333","38","59,159","59,159","1,784","3,086","3,038","3,017","4,911","8,938","13,434","11,415","7,776","1,716","44","29,302","29,302","881","1,635","1,783","1,653","2,758","5,213","7,111","5,351","2,543","369","5","29,857","29,857","903","1,451","1,255","1,364","2,153","3,725","6,323","6,064","5,233","1,347","39","59,040","59,040","1,781","3,066","2,969","3,033","4,895","8,867","13,469","11,438","7,733","1,744","45","29,274","29,274","880","1,624","1,751","1,655","2,750","5,186","7,130","5,384","2,535","374","5","29,766","29,766","901","1,442","1,218","1,378","2,145","3,681","6,339","6,054","5,198","1,370","40","58,977","58,977","1,760","3,060","2,946","3,038","4,884","8,842","13,486","11,450","7,692","1,770","49","29,275","29,275","868","1,624","1,738","1,664","2,751","5,172","7,161","5,384","2,526","382","5","29,702","29,702","892","1,436","1,208","1,374","2,133","3,670","6,325","6,066","5,166","1,388","44","58,901","58,901","1,744","3,055","2,912","3,032","4,872","8,832","13,446","11,459","7,711","1,787","51","29,241","29,241","864","1,625","1,714","1,660","2,747","5,173","7,132","5,398","2,539","384","5","29,660","29,660","880","1,430","1,198","1,372","2,125","3,659","6,314","6,061","5,172","1,403","46","58,831","58,831","1,730","3,046","2,900","3,051","4,848","8,799","13,449","11,466","7,695","1,796","51","29,207","29,207","856","1,624","1,708","1,666","2,734","5,147","7,135","5,404","2,542","387","4","29,624","29,624","874","1,422","1,192","1,385","2,114","3,652","6,314","6,062","5,153","1,409","47"
